id;nombre;apellido;equipo;plan;categoria;fecha;distrito;vendedor;correo;promocion;monto_venta;descuento;total_con_descuento
ENT2024-00135;Marisol;Mejía;Laptop HP 15;Postpago 50GB;Hogar;2024-05-26;Jesús María;Vendedor 39;marisol.mejía@entel.pe;;1094.44;0.5;547.22
ENT2024-00136;  Sofía  ;Pizarro;Motorola Moto G54;Prepago 30GB;Prepago;17/11/2024;La Molina;Vendedor 41;sofía.pizarro@entel.pe;Sin promo;158.21;0.1;142.39
ENT2024-00137;  Elena  ;Soto;Samsung Galaxy S24;Empresa 200GB;Prepago;2024-02-16;  Comas  ;Vendedor 21;elena.soto@entel.pe;Roaming gratis 1 mes;356.01;0;356.01
ENT2024-00138;Ana;Rojas;Xiaomi Redmi Note 13;Empresa 200GB;Empresa;25/03/2024;San Martín de Porres;Vendedor 31;ana.rojas@entel.pe;2x1 accesorios;3506.42;0.5;1753.21
ENT2024-00139;  Renzo  ;  Medina  ;Laptop HP 15;Postpago 100GB;Hogar;2024-02-08;Santiago de Surco;Vendedor 49;renzo.medina@entel.pe;Descuento 50% en 3 meses;1248.84;0.1;1123.96
ENT2024-00140;Emilio;Hidalgo;Router 4G Entel;Hogar Fibra 200Mbps;Empresa;2024-02-16;Callao;Vendedor 01;emilio.hidalgo@entel.pe;2x1 accesorios;4752.78;0.1;4277.5
ENT2024-00141;Mónica;Torres;Xiaomi 13T;Empresa 200GB;Empresa;2024-10-26;  Callao  ;Vendedor 41;mónica.torres@entel.pe;Bonificación 50GB;7546.96;0;7546.96
ENT2024-00142;Pedro;  Mejía  ;Motorola Moto G54;Hogar Fibra 500Mbps;Postpago;2024-11-13;Cercado de Lima;Vendedor 21;pedro.mejía@entel.pe;Descuento 50% en 3 meses;2774.09;0;2774.09
ENT2024-00143;Raquel;  Martínez  ;Router 4G Entel;Hogar Fibra 500Mbps;Empresa;2024-11-28;Chorrillos;Vendedor 08;;Descuento 20%;7360.56;0.2;5888.45
ENT2024-00144;Carlos;López;Huawei P60;Hogar Fibra 500Mbps;Postpago;2024-02-19;Jesús María;Vendedor 35;carlos.lópez@entel.pe;Descuento 20%;1156.25;0.5;578.12
ENT2024-00145;Óscar;Arias;Samsung A54;Hogar Fibra 200Mbps;Prepago;2024-07-31;  Villa María del Triunfo  ;Vendedor 07;óscar.arias@entel.pe;Instalación gratis;217.58;0.5;108.79
ENT2024-00146;Camila;Valdivia;;Postpago 50GB;Empresa;2024-04-21;  Pueblo Libre  ;Vendedor 29;camila.valdivia@entel.pe;Descuento 50% en 3 meses;7105.47;0.2;5684.38
ENT2024-00147;  Héctor  ;Ramírez;Router 4G Entel;;Empresa;2024-02-01;Callao;Vendedor 18;héctor.ramírez@entel.pe;Descuento 50% en 3 meses;5758.03;0.1;5182.23
ENT2024-00148;Jorge;Arias;iPhone 15;Prepago 10GB;Postpago;26/01/2024;  Carabayllo  ;Vendedor 16;jorge.arias@entel.pe;Descuento 20%;1081.05;0.5;540.52
ENT2024-00149;Marisol;Díaz;iPhone 15;Prepago 10GB;Prepago;2024-04-29;Carabayllo;Vendedor 50;marisol.díaz@entel.pe;Descuento 20%;492.54;0.1;443.29
ENT2024-00150;Beatriz;  García  ;Huawei P60;Postpago Ilimitado;Prepago;2024-10-03;San Martín de Porres;Vendedor 12;beatriz.garcía@entel.pe;Mes gratis;438.87;0.5;219.44
ENT2024-00151;Bruno;Rodríguez;Xiaomi Redmi Note 13;Postpago 50GB;Empresa;2024-05-01;Ate;Vendedor 21;bruno.rodríguez@entel.pe;Sin promo;3338.78;0.1;3004.9
ENT2024-00152;  Ana  ;Morales;Samsung Galaxy S24;Postpago Ilimitado;Hogar;2024-09-26;La Molina;Vendedor 48;ana.morales@entel.pe;Mes gratis;1197.74;0.2;958.19
ENT2024-00153;Andrea;Soto;;Empresa 200GB;Postpago;2024-08-19;Lince;Vendedor 15;andrea.soto@entel.pe;Sin promo;1620.68;0.2;1296.54
ENT2024-00154;Adrián;  Ponce  ;Oppo Reno10;Prepago 30GB;Hogar;2024-11-25;Lima;Vendedor 04;adrián.ponce@entel.pe;Instalación gratis;1408.06;0.1;1267.25
ENT2024-00155;  Esteban  ;Peña;Router 4G Entel;;Hogar;2024-12-30;Pueblo Libre;Vendedor 05;esteban.pena@entel.pe;Mes gratis;813.27;0.5;406.64
ENT2024-00156;Fernando;Cáceres;Xiaomi Redmi Note 13;Postpago 100GB;Prepago;2024-05-20;Villa El Salvador;Vendedor 41;fernando.cáceres@entel.pe;Bonificación 50GB;140.52;0.2;112.42
ENT2024-00157;Óscar;  Cáceres  ;Oppo Reno10;Prepago 30GB;Hogar;2024-09-15;Villa El Salvador;Vendedor 28;óscar.cáceres@entel.pe;Mes gratis;1693.21;0.1;1523.89
ENT2024-00158;Agustín;Torres;Tablet Samsung Tab A8;Prepago 10GB;Hogar;2024-08-19;Jesús María;Vendedor 27;agustín.torres@entel.pe;Bonificación 50GB;1473.91;0;1473.91
ENT2024-00159;Pablo;Chávez;iPhone 14;Postpago 100GB;Empresa;2024-08-06;Carabayllo;Vendedor 43;pablo.chávez@entel.pe;2x1 accesorios;3299.43;0.5;1649.72
ENT2024-00160;Héctor;Vargas;Router 4G Entel;Hogar Fibra 500Mbps;Postpago;2024-02-16;  San Isidro  ;Vendedor 06;héctor.vargas@entel.pe;Roaming gratis 1 mes;2019.01;0;2019.01
ENT2024-00161;Pedro;Cruzado;Router 5G Entel;Empresa 200GB;Prepago;2024-10-11;  Miraflores  ;Vendedor 38;pedro.cruzado@entel.pe;Bonificación 50GB;352.27;0.2;281.82
ENT2024-00162;  Bruno  ;  Torres  ;iPhone 14;Empresa 200GB;Hogar;2024-01-27;Comas;Vendedor 39;bruno.torres@entel.pe;2x1 accesorios;1245.52;0;1245.52
ENT2024-00163;Raúl;Ramírez;Infinix Note 40;Prepago 10GB;Prepago;2024-12-02;Magdalena del Mar;Vendedor 15;;Mes gratis;279.34;0.1;251.41
ENT2024-00164;Raúl;Ortega;Samsung A54;Postpago 100GB;Empresa;2024-10-20;Jesús María;Vendedor 28;;Sin promo;4670.2;0.5;2335.1
ENT2024-00165;  Beatriz  ;Ponce;Tablet Samsung Tab A8;Prepago 30GB;Postpago;02/04/2024;  San Martín de Porres  ;Vendedor 45;beatriz.ponce@entel.pe;2x1 accesorios;2225.85;0.2;1780.68
ENT2024-00166;  Ricardo  ;  Benítez  ;Samsung Galaxy S24;Postpago Ilimitado;Prepago;2024-10-16;  Surquillo  ;Vendedor 26;ricardo.benítez@entel.pe;Mes gratis;238.77;0.2;191.02
ENT2024-00167;  Daniel  ;Cruzado;Router 4G Entel;Postpago 50GB;Postpago;2024-09-28;San Borja;Vendedor 25;daniel.cruzado@entel.pe;Roaming gratis 1 mes;1653.09;0.2;1322.47
ENT2024-00168;Pablo;Medina;Xiaomi Redmi Note 13;Empresa 200GB;Empresa;2024-06-15;  Ate  ;Vendedor 39;pablo.medina@entel.pe;Mes gratis;4839.84;0.1;4355.86
ENT2024-00169;  José  ;Vargas;Xiaomi Redmi Note 13;Postpago 50GB;Postpago;2024-05-19;Pueblo Libre;Vendedor 43;;Roaming gratis 1 mes;2602.45;0.2;2081.96
ENT2024-00170;Laura;Cáceres;;Hogar Fibra 200Mbps;Empresa;20/04/2024;  Lince  ;Vendedor 08;;Bonificación 50GB;5928.11;0;5928.11
ENT2024-00171;Iván;  Torres  ;Huawei P60;Hogar Fibra 500Mbps;Empresa;2024-01-24;Jesús María;Vendedor 26;iván.torres2@entel.pe;Sin promo;7417.67;0;7417.67
ENT2024-00172;Juan;Díaz;Huawei P60;Prepago 10GB;Prepago;2024-05-10;Comas;Vendedor 21;juan.díaz@entel.pe;Mes gratis;403.4;0;403.4
ENT2024-00173;Juan;Navarro;Router 5G Entel;;Prepago;2024-03-07;  Callao  ;Vendedor 35;juan.navarro@entel.pe;Descuento 50% en 3 meses;273.36;0.2;218.69
ENT2024-00174;Patricia;Ortega;Tablet Samsung Tab A8;Empresa 200GB;Postpago;2024-07-22;El Agustino;Vendedor 03;patricia.ortega@entel.pe;;2027.94;0.5;1013.97
ENT2024-00175;  Luis  ;Arias;iPhone 15;Empresa 200GB;Hogar;2024-10-20;Callao;Vendedor 46;luis.arias@entel.pe;Roaming gratis 1 mes;1599.58;0.1;1439.62
ENT2024-00176;  Rosa  ;  Torres  ;iPhone 14;Postpago 50GB;Empresa;2024-03-28;Villa El Salvador;Vendedor 30;rosa.torres@entel.pe;Bonificación 50GB;5739.95;0.5;2869.98
ENT2024-00177;Miguel;  Peña  ;Tablet Samsung Tab A8;Postpago 100GB;Prepago;2024-08-11;  Ate  ;Vendedor 26;miguel.pena@entel.pe;Mes gratis;399.57;0.2;319.66
ENT2024-00178;Esteban;  Castillo  ;Router 5G Entel;Empresa 200GB;Prepago;2024-06-19;Barranco;Vendedor 05;esteban.castillo@entel.pe;Mes gratis;302.38;0.5;151.19
ENT2024-00179;  Gloria  ;Paredes;Motorola Moto G54;Empresa 200GB;Empresa;2024-11-26;  Santiago de Surco  ;Vendedor 16;gloria.paredes@entel.pe;;7993.22;0;7993.22
ENT2024-00180;Daniel;Morales;Motorola Moto G54;;Prepago;01/12/2024;  San Isidro  ;Vendedor 12;daniel.morales2@entel.pe;Instalación gratis;161.33;0.2;129.06
ENT2024-00181;Pablo;Salgado;Infinix Note 40;Hogar Fibra 500Mbps;Empresa;17/11/2024;Carabayllo;Vendedor 10;pablo.salgado@entel.pe;Instalación gratis;7123.56;0.1;6411.2
ENT2024-00182;Diego;Herrera;Xiaomi 13T;Prepago 30GB;Empresa;2024-10-29;  Miraflores  ;Vendedor 23;diego.herrera2@entel.pe;Mes gratis;4650.76;0.1;4185.68
ENT2024-00183;Elena;Arias;Xiaomi 13T;Postpago 50GB;Postpago;2024-07-07;Comas;Vendedor 05;elena.arias@entel.pe;Mes gratis;2428.54;0.5;1214.27
ENT2024-00184;  Camila  ;Cáceres;Oppo Reno10;Hogar Fibra 200Mbps;Hogar;2024-10-24;Cercado de Lima;Vendedor 48;camila.cáceres@entel.pe;Sin promo;1677.74;0.1;1509.97
ENT2024-00185;  Martín  ;Carrasco;Router 4G Entel;Prepago 10GB;Empresa;2024-11-05;Magdalena del Mar;Vendedor 33;martín.carrasco@entel.pe;Descuento 20%;6176.02;0.2;4940.82
ENT2024-00186;José;Soto;iPhone 15;Empresa 200GB;Postpago;15/09/2024;  Villa María del Triunfo  ;Vendedor 12;josé.soto@entel.pe;Sin promo;1287.9;0;1287.9
ENT2024-00187;  Natalia  ;  Fajardo  ;Xiaomi 13T;Hogar Fibra 500Mbps;Prepago;2024-07-05;San Juan de Lurigancho;Vendedor 19;natalia.fajardo@entel.pe;Roaming gratis 1 mes;404.84;0.2;323.87
ENT2024-00188;Gonzalo;Molina;Samsung A54;Postpago 50GB;Empresa;2024-02-03;Carabayllo;Vendedor 07;gonzalo.molina@entel.pe;Roaming gratis 1 mes;3981.67;0.1;3583.5
ENT2024-00189;  Rosa  ;  Morales  ;;Postpago Ilimitado;Empresa;2024-02-11;Ate;Vendedor 43;rosa.morales@entel.pe;Descuento 20%;6084.37;0.2;4867.5
ENT2024-00190;Raúl;  Castillo  ;Router 4G Entel;Hogar Fibra 200Mbps;Prepago;2024-10-31;Los Olivos;Vendedor 06;raúl.castillo@entel.pe;2x1 accesorios;210.3;0.5;105.15
ENT2024-00191;Sandra;Huaman;Router 4G Entel;Empresa 200GB;Prepago;2024-12-09;Los Olivos;Vendedor 48;sandra.huaman@entel.pe;Mes gratis;188.1;0.5;94.05
ENT2024-00192;  Raquel  ;Ponce;;Empresa 200GB;Postpago;2024-07-04;  Comas  ;Vendedor 12;;Descuento 50% en 3 meses;1088.03;0;1088.03
ENT2024-00193;  Ricardo  ;  Molina  ;Xiaomi 13T;Prepago 10GB;Prepago;11/03/2024;Santiago de Surco;Vendedor 05;ricardo.molina@entel.pe;2x1 accesorios;104.85;0.2;83.88
ENT2024-00194;Pedro;  Paredes  ;Laptop HP 15;Postpago 50GB;Empresa;2024-11-12;Santiago de Surco;Vendedor 39;pedro.paredes@entel.pe;Roaming gratis 1 mes;3664.71;0.2;2931.77
ENT2024-00195;Daniel;Hernández;Xiaomi Redmi Note 13;Postpago Ilimitado;Hogar;2024-01-23;Chorrillos;Vendedor 24;daniel.hernández@entel.pe;Descuento 50% en 3 meses;1302.05;0.1;1171.84
ENT2024-00196;  Martín  ;Luna;Huawei P60;Hogar Fibra 500Mbps;Prepago;2024-09-30;Jesús María;Vendedor 20;;Instalación gratis;177.47;0.2;141.98
ENT2024-00197;  Carmen  ;Quispe;Router 4G Entel;Hogar Fibra 500Mbps;Hogar;24/05/2024;Callao;Vendedor 33;carmen.quispe@entel.pe;Roaming gratis 1 mes;1759.37;0.5;879.68
ENT2024-00198;María;  Rojas  ;Laptop HP 15;Postpago Ilimitado;Empresa;2024-01-27;Villa María del Triunfo;Vendedor 31;maría.rojas@entel.pe;Bonificación 50GB;7415.83;0;7415.83
ENT2024-00199;Sandra;Ramírez;;Postpago 100GB;Empresa;2024-02-12;  Barranco  ;Vendedor 18;sandra.ramírez@entel.pe;Instalación gratis;5134.56;0.5;2567.28
ENT2024-00200;Patricia;  Vargas  ;Tablet Samsung Tab A8;Hogar Fibra 200Mbps;Postpago;2024-04-23;Pueblo Libre;Vendedor 23;patricia.vargas@entel.pe;Sin promo;2136.37;0.2;1709.1
ENT2024-00201;Gonzalo;González;iPhone 14;Empresa 200GB;Prepago;2024-07-16;San Isidro;Vendedor 24;gonzalo.gonzález@entel.pe;Descuento 50% en 3 meses;496.17;0.2;396.94
ENT2024-00202;  Luis  ;Salazar;iPhone 15;Empresa 200GB;Prepago;2024-03-11;  Miraflores  ;Vendedor 19;luis.salazar@entel.pe;Instalación gratis;184.25;0.5;92.12
ENT2024-00203;Agustín;Flores;Laptop HP 15;Hogar Fibra 500Mbps;Hogar;11/11/2024;Lima;Vendedor 06;agustín.flores@entel.pe;Sin promo;1989.23;0.5;994.62
ENT2024-00204;  Paola  ;Díaz;Tablet Samsung Tab A8;;Hogar;2024-02-26;Comas;Vendedor 16;paola.díaz2@entel.pe;2x1 accesorios;996.07;0.2;796.86
ENT2024-00205;Jorge;  González  ;Motorola Moto G54;Hogar Fibra 200Mbps;Hogar;02/02/2024;La Molina;Vendedor 32;jorge.gonzález@entel.pe;Sin promo;844.95;0.5;422.48
ENT2024-00206;Alvaro;  Paredes  ;Infinix Note 40;Prepago 10GB;Prepago;2024-05-29;Chorrillos;Vendedor 01;alvaro.paredes@entel.pe;Bonificación 50GB;390.9;0.5;195.45
ENT2024-00207;Natalia;Carrasco;iPhone 14;Postpago Ilimitado;Postpago;25/09/2024;San Juan de Lurigancho;Vendedor 05;natalia.carrasco2@entel.pe;Sin promo;2574.02;0.1;2316.62
ENT2024-00208;Óscar;Herrera;Samsung Galaxy S24;Hogar Fibra 200Mbps;Empresa;2024-05-09;El Agustino;Vendedor 02;óscar.herrera@entel.pe;Bonificación 50GB;4095.47;0.5;2047.74
ENT2024-00209;Diego;Benítez;Motorola Moto G54;Postpago 100GB;Empresa;09/03/2024;Miraflores;Vendedor 23;diego.benítez@entel.pe;Bonificación 50GB;7575.67;0;7575.67
ENT2024-00210;Raquel;Sánchez;Tablet Samsung Tab A8;Hogar Fibra 500Mbps;Hogar;2024-11-19;Barranco;Vendedor 09;raquel.sánchez@entel.pe;Mes gratis;998.72;0.1;898.85
ENT2024-00211;  Felipe  ;  Molina  ;Xiaomi 13T;Postpago 50GB;Empresa;2024-04-13;Miraflores;Vendedor 13;felipe.molina@entel.pe;Sin promo;6363.06;0.1;5726.75
ENT2024-00212;Fernando;  Castillo  ;Oppo Reno10;Hogar Fibra 200Mbps;Hogar;2024-05-09;  Miraflores  ;Vendedor 49;fernando.castillo@entel.pe;Descuento 50% en 3 meses;937.08;0.5;468.54
ENT2024-00213;Rosa;  Benítez  ;Tablet Samsung Tab A8;Postpago 50GB;Empresa;2024-05-19;  La Molina  ;Vendedor 24;rosa.benítez@entel.pe;Roaming gratis 1 mes;6347.09;0.5;3173.54
ENT2024-00214;Esteban;Cruzado;Xiaomi 13T;Hogar Fibra 200Mbps;Empresa;2024-04-05;  Magdalena del Mar  ;Vendedor 45;esteban.cruzado@entel.pe;Instalación gratis;7058.45;0.2;5646.76
ENT2024-00215;  Héctor  ;Reyes;;Postpago 100GB;Hogar;2024-02-10;Chorrillos;Vendedor 39;héctor.reyes@entel.pe;Descuento 20%;1211.28;0;1211.28
ENT2024-00216;Mónica;  Mendoza  ;Samsung A54;Postpago 100GB;Postpago;16/06/2024;Surquillo;Vendedor 19;mónica.mendoza@entel.pe;2x1 accesorios;2455.84;0.2;1964.67
ENT2024-00217;Martín;Cáceres;Router 5G Entel;Hogar Fibra 200Mbps;Prepago;2024-12-19;Pueblo Libre;Vendedor 23;martín.cáceres@entel.pe;Instalación gratis;248.85;0.2;199.08
ENT2024-00218;  Carlos  ;Hidalgo;Tablet Samsung Tab A8;Empresa 200GB;Hogar;2024-05-20;Villa María del Triunfo;Vendedor 04;;Mes gratis;1362.71;0.2;1090.17
ENT2024-00219;Bruno;Pizarro;iPhone 14;Empresa 200GB;Prepago;2024-01-16;  Santiago de Surco  ;Vendedor 39;bruno.pizarro@entel.pe;Instalación gratis;482.61;0.2;386.09
ENT2024-00220;Carlos;  Flores  ;iPhone 15;Prepago 10GB;Empresa;2024-07-04;Callao;Vendedor 37;carlos.flores@entel.pe;Sin promo;5885.22;0.5;2942.61
ENT2024-00221;  Beatriz  ;  Vargas  ;Router 4G Entel;Hogar Fibra 500Mbps;Empresa;09/07/2024;Pueblo Libre;Vendedor 49;beatriz.vargas@entel.pe;Mes gratis;5739.63;0;5739.63
ENT2024-00222;Marisol;  Flores  ;Oppo Reno10;Empresa 200GB;Hogar;2024-06-09;Villa María del Triunfo;Vendedor 18;marisol.flores@entel.pe;Descuento 50% en 3 meses;1881.59;0;1881.59
ENT2024-00223;  Jorge  ;  Rodríguez  ;Router 5G Entel;Postpago Ilimitado;Hogar;2024-09-22;  Callao  ;Vendedor 36;jorge.rodríguez@entel.pe;;1690.53;0.5;845.26
ENT2024-00224;Paola;  Molina  ;Huawei P60;Hogar Fibra 500Mbps;Prepago;2024-11-09;Comas;Vendedor 45;paola.molina@entel.pe;Instalación gratis;352.61;0;352.61
ENT2024-00225;  Carmen  ;  Torres  ;Xiaomi Redmi Note 13;Postpago 100GB;Hogar;2024-03-29;  Los Olivos  ;Vendedor 29;carmen.torres@entel.pe;Mes gratis;1191.84;0.1;1072.66
ENT2024-00226;Emilio;Salazar;Router 4G Entel;Empresa 200GB;Postpago;2024-10-08;Cercado de Lima;Vendedor 19;emilio.salazar2@entel.pe;;1311.2;0.1;1180.08
ENT2024-00227;María;  Fajardo  ;Router 5G Entel;Postpago Ilimitado;Empresa;2024-09-17;Jesús María;Vendedor 08;maría.fajardo@entel.pe;Descuento 50% en 3 meses;6409.79;0.5;3204.9
ENT2024-00228;Andrés;Gutiérrez;Laptop HP 15;Hogar Fibra 500Mbps;Postpago;2024-07-03;Cercado de Lima;Vendedor 37;andrés.gutiérrez@entel.pe;Bonificación 50GB;2433.13;0.5;1216.56
ENT2024-00229;Pablo;Ortega;;Postpago 100GB;Postpago;2024-06-07;Callao;Vendedor 46;pablo.ortega@entel.pe;Instalación gratis;2040.1;0.1;1836.09
ENT2024-00230;  Gloria  ;  Valdivia  ;Laptop HP 15;Hogar Fibra 200Mbps;Postpago;2024-03-05;Carabayllo;Vendedor 42;gloria.valdivia@entel.pe;Mes gratis;1557.93;0.2;1246.34
ENT2024-00231;  Martín  ;  Arias  ;Router 4G Entel;Empresa 200GB;Prepago;2024-10-09;Villa María del Triunfo;Vendedor 38;martín.arias@entel.pe;Descuento 20%;337.54;0.1;303.79
ENT2024-00232;  Marco  ;  Flores  ;iPhone 14;Postpago 50GB;Postpago;2024-09-22;  Santiago de Surco  ;Vendedor 20;marco.flores@entel.pe;Descuento 20%;2793.18;0;2793.18
ENT2024-00233;  María  ;Salazar;Router 5G Entel;;Empresa;2024-09-22;  Comas  ;Vendedor 06;maría.salazar@entel.pe;2x1 accesorios;4130.99;0;4130.99
ENT2024-00234;Carmen;Pizarro;Oppo Reno10;Prepago 30GB;Prepago;2024-11-16;  Comas  ;Vendedor 40;carmen.pizarro@entel.pe;Mes gratis;108.89;0.5;54.44
ENT2024-00235;Patricia;Tapia;Xiaomi Redmi Note 13;Postpago Ilimitado;Prepago;03/12/2024;  Villa El Salvador  ;Vendedor 47;patricia.tapia@entel.pe;Bonificación 50GB;293.36;0.5;146.68
ENT2024-00236;  Marisol  ;  López  ;Tablet Samsung Tab A8;Postpago 50GB;Postpago;24/01/2024;Villa María del Triunfo;Vendedor 50;marisol.lópez@entel.pe;2x1 accesorios;1656.31;0.2;1325.05
ENT2024-00237;Raquel;Díaz;Laptop HP 15;Hogar Fibra 200Mbps;Postpago;2024-09-11;  Villa María del Triunfo  ;Vendedor 35;raquel.díaz@entel.pe;2x1 accesorios;2017.67;0;2017.67
ENT2024-00238;Raquel;Castillo;Xiaomi 13T;Prepago 10GB;Hogar;2024-06-01;Pueblo Libre;Vendedor 05;raquel.castillo@entel.pe;Sin promo;1398.65;0.1;1258.79
ENT2024-00239;  María  ;Soto;iPhone 14;Hogar Fibra 500Mbps;Hogar;2024-04-14;Carabayllo;Vendedor 39;maría.soto@entel.pe;Descuento 20%;1669.13;0.5;834.56
ENT2024-00240;Fernando;  Fajardo  ;Samsung A54;Empresa 200GB;Hogar;2024-03-07;San Juan de Lurigancho;Vendedor 33;fernando.fajardo@entel.pe;Mes gratis;1285.65;0;1285.65
ENT2024-00241;  Fernando  ;Gutiérrez;Xiaomi 13T;Postpago 100GB;Empresa;2024-08-18;Jesús María;Vendedor 10;fernando.gutiérrez2@entel.pe;Mes gratis;7760.5;0.1;6984.45
ENT2024-00242;  José  ;  Mendoza  ;iPhone 14;Hogar Fibra 200Mbps;Prepago;2024-03-22;Carabayllo;Vendedor 37;josé.mendoza@entel.pe;Bonificación 50GB;220.14;0.2;176.11
ENT2024-00243;Carmen;Salgado;Xiaomi Redmi Note 13;Hogar Fibra 500Mbps;Hogar;2024-09-12;  Comas  ;Vendedor 32;carmen.salgado@entel.pe;Sin promo;1835.75;0.2;1468.6
ENT2024-00244;  Miguel  ;Chávez;Oppo Reno10;Hogar Fibra 500Mbps;Prepago;2024-04-20;  Ate  ;Vendedor 23;miguel.chávez@entel.pe;Sin promo;142.6;0.2;114.08
ENT2024-00245;José;Mendoza;Xiaomi 13T;;Empresa;01/10/2024;  Lima  ;Vendedor 07;josé.mendoza2@entel.pe;Roaming gratis 1 mes;3739.86;0.1;3365.87
ENT2024-00246;Andrés;  Morales  ;Router 5G Entel;Empresa 200GB;Hogar;2024-07-06;  Miraflores  ;Vendedor 26;andrés.morales2@entel.pe;;1068.35;0.1;961.52
ENT2024-00247;Marisol;Ortega;Motorola Moto G54;Empresa 200GB;Empresa;2024-02-07;Callao;Vendedor 33;marisol.ortega@entel.pe;Instalación gratis;6917.38;0;6917.38
ENT2024-00248;Nahuel;Ortega;Huawei P60;Postpago 100GB;Prepago;19/02/2024;  Callao  ;Vendedor 24;nahuel.ortega@entel.pe;Bonificación 50GB;452.3;0.5;226.15
ENT2024-00249;Sandra;Quispe;;Postpago Ilimitado;Prepago;2024-11-04;Lince;Vendedor 26;sandra.quispe@entel.pe;Sin promo;199.5;0.1;179.55
ENT2024-00250;Carlos;López;Xiaomi Redmi Note 13;Empresa 200GB;Hogar;2024-09-22;  Pueblo Libre  ;Vendedor 10;carlos.lópez2@entel.pe;Descuento 20%;1886.21;0.2;1508.97
ENT2024-00251;  Fernando  ;Luna;Samsung A54;Postpago Ilimitado;Hogar;11/11/2024;  El Agustino  ;Vendedor 20;fernando.luna@entel.pe;Bonificación 50GB;1911.26;0.1;1720.13
ENT2024-00252;Patricia;Paredes;Oppo Reno10;Hogar Fibra 500Mbps;Empresa;2024-08-31;Lima;Vendedor 24;patricia.paredes@entel.pe;Bonificación 50GB;6486.91;0;6486.91
ENT2024-00253;Emilio;Torres;iPhone 14;Prepago 30GB;Postpago;2024-11-01;Magdalena del Mar;Vendedor 17;emilio.torres@entel.pe;Descuento 50% en 3 meses;2011.69;0.2;1609.35
ENT2024-00254;Adrián;González;Infinix Note 40;Hogar Fibra 500Mbps;Prepago;25/09/2024;Villa María del Triunfo;Vendedor 47;adrián.gonzález@entel.pe;Roaming gratis 1 mes;265.06;0.1;238.55
ENT2024-00255;  Daniel  ;Mejía;Motorola Moto G54;Postpago 50GB;Postpago;2024-04-07;Lima;Vendedor 29;daniel.mejía@entel.pe;Bonificación 50GB;1799.7;0.1;1619.73
ENT2024-00256;Gonzalo;Vargas;iPhone 14;Prepago 10GB;Hogar;2024-09-13;Villa El Salvador;Vendedor 31;gonzalo.vargas@entel.pe;Sin promo;1479.89;0;1479.89
ENT2024-00257;Felipe;Flores;Oppo Reno10;Prepago 10GB;Empresa;2024-12-05;  Magdalena del Mar  ;Vendedor 34;felipe.flores@entel.pe;Roaming gratis 1 mes;4495.42;0;4495.42
ENT2024-00258;Fernando;Sánchez;Xiaomi 13T;Empresa 200GB;Empresa;2024-12-12;  El Agustino  ;Vendedor 44;fernando.sánchez@entel.pe;2x1 accesorios;4212.47;0.5;2106.24
ENT2024-00259;Camila;Herrera;Motorola Moto G54;Prepago 10GB;Empresa;2024-10-12;Comas;Vendedor 15;camila.herrera@entel.pe;2x1 accesorios;6115.29;0.5;3057.64
ENT2024-00260;  Marco  ;  Mendoza  ;Router 5G Entel;Prepago 10GB;Hogar;11/06/2024;Magdalena del Mar;Vendedor 23;marco.mendoza2@entel.pe;;1938.19;0.2;1550.55
ENT2024-00261;  Rosa  ;Torres;Infinix Note 40;Hogar Fibra 200Mbps;Hogar;2024-06-25;Santiago de Surco;Vendedor 19;rosa.torres2@entel.pe;Sin promo;1595.46;0;1595.46
ENT2024-00262;Rosa;Fajardo;iPhone 15;Empresa 200GB;Hogar;2024-12-01;  San Martín de Porres  ;Vendedor 48;rosa.fajardo@entel.pe;Instalación gratis;1729.96;0.5;864.98
ENT2024-00263;  Lucía  ;Rojas;Tablet Samsung Tab A8;Prepago 30GB;Empresa;2024-03-11;La Molina;Vendedor 40;lucía.rojas@entel.pe;Descuento 50% en 3 meses;7630.62;0.2;6104.5
ENT2024-00264;Natalia;González;Router 4G Entel;Prepago 10GB;Prepago;2024-01-27;  La Molina  ;Vendedor 27;natalia.gonzález@entel.pe;Bonificación 50GB;122.76;0.5;61.38
ENT2024-00265;  Felipe  ;Herrera;iPhone 15;Postpago Ilimitado;Postpago;2024-10-08;Barranco;Vendedor 27;felipe.herrera@entel.pe;Instalación gratis;1811.85;0.2;1449.48
ENT2024-00266;  Andrea  ;Tapia;Motorola Moto G54;;Empresa;2024-05-26;  Villa María del Triunfo  ;Vendedor 04;andrea.tapia@entel.pe;Mes gratis;5160.84;0.5;2580.42
ENT2024-00267;Raquel;Carrasco;Motorola Moto G54;Postpago 50GB;Prepago;01/08/2024;Barranco;Vendedor 03;raquel.carrasco@entel.pe;Roaming gratis 1 mes;265.69;0.2;212.55
ENT2024-00268;  Laura  ;Sánchez;Router 5G Entel;Prepago 30GB;Postpago;2024-01-05;Comas;Vendedor 37;laura.sánchez@entel.pe;Mes gratis;2956.72;0;2956.72
ENT2024-00269;Ricardo;Mendoza;Xiaomi 13T;Hogar Fibra 500Mbps;Prepago;2024-09-15;Pueblo Libre;Vendedor 18;;Descuento 50% en 3 meses;233.51;0;233.51
ENT2024-00270;Jorge;Medina;;Hogar Fibra 500Mbps;Empresa;2024-04-05;Lima;Vendedor 48;jorge.medina@entel.pe;Bonificación 50GB;4851.9;0.2;3881.52
